"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Alt ID.other","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Name.subject","Name.creator","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Name.photographer","Name.publisher","Coverage.geographic","Subject","Rights.servicesContact","Language","Rights.publicationNote","Name.author","Name.repository","Description.note","Title","Date.publication","Date.normalized","Description.inscription","Description.abstract","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL"
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sn65v","ark:/21198/zz001gq8vq","2","Completed","","Page","connexxus/images/masters/21198-zz000sn65v-1-master.tif","10","","","","","","","","","","","","","","","","","","","","","","","Tax Clearance Certificate, Page 1","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sn65v"
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sn66c","ark:/21198/zz001gq8vq","2","Completed","","Page","connexxus/images/masters/21198-zz000sn66c-1-master.tif","11","","","","","","","","","","","","","","","","","","","","","","","Tax Clearance Certificate, Page 2","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sn66c"
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sn67w","ark:/21198/zz001gq8sp","2","Completed","","Page","connexxus/images/masters/21198-zz000sn67w-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","Meeting Minutes to Consider the Dissolution of the Corporation, Page 1","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sn67w"
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sn68d","ark:/21198/zz001gq8sp","2","Completed","","Page","connexxus/images/masters/21198-zz000sn68d-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","Meeting Minutes to Consider the Dissolution of the Corporation, Page 2","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sn68d"
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sn69x","ark:/21198/zz001gq8sp","2","Completed","","Page","connexxus/images/masters/21198-zz000sn69x-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","Meeting Minutes to Consider the Dissolution of the Corporation, Page 3","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sn69x"
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sn6bf","ark:/21198/zz001gq8sp","2","Completed","","Page","connexxus/images/masters/21198-zz000sn6bf-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","Meeting Minutes to Consider the Dissolution of the Corporation, Page 4","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sn6bf"
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sn6cz","ark:/21198/zz001gq8sp","2","Completed","","Page","connexxus/images/masters/21198-zz000sn6cz-1-master.tif","5","","","","","","","","","","","","","","","","","","","","","","","Meeting Minutes to Consider the Dissolution of the Corporation, Page 5","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sn6cz"
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sn6dg","ark:/21198/zz001gq8sp","2","Completed","","Page","connexxus/images/masters/21198-zz000sn6dg-1-master.tif","6","","","","","","","","","","","","","","","","","","","","","","","Meeting Minutes to Consider the Dissolution of the Corporation, Page 6","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sn6dg"
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sn6f0","ark:/21198/zz001gq8t6","2","Completed","","Page","connexxus/images/masters/21198-zz000sn6f0-1-master.tif","7","","","","","","","","","","","","","","","","","","","","","","","Certificate of Election to Wind Up and Dissolve, Page 1","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sn6f0"
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sn6gh","ark:/21198/zz001gq8t6","2","Completed","","Page","connexxus/images/masters/21198-zz000sn6gh-1-master.tif","8","","","","","","","","","","","","","","","","","","","","","","","Certificate of Election to Wind Up and Dissolve, Page 2","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sn6gh"
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sn6h1","ark:/21198/zz001gq9v6","2","Completed","","Page","connexxus/images/masters/21198-zz000sn6h1-1-master.tif","14","","","","","","","","","","","","","","","","","","","","","","","Assumption of Liabilities, Page 1","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sn6h1"
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000sn6jj","ark:/21198/zz001gq9tp","2","Completed","","Page","connexxus/images/masters/21198-zz000sn6jj-1-master.tif","9","","","","","","","","","","","","","","","","","","","","","","","Corporation Assumption of Tax Liability, Page 1","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sn6jj"
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000snjqz","ark:/21198/zz000snjpf","2","Completed","","Page","connexxus/images/masters/21198-zz000snjqz-1-master.tif","1","","","text","","","","","Connexxus (Center)","Connexxus (Center)","copyrighted","Y","unpublished","","","Encino (Los Angeles, Calif.)|~|Los Angeles (Calif.)","","","eng","","","","","Retreat Agenda","August 16-17, 1986","1986-08-16/1986-08-17","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000snjqz"
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000snjrg","ark:/21198/zz000snjpf","2","Completed","","Page","connexxus/images/masters/21198-zz000snjrg-1-master.tif","2","","","text","","","","","Connexxus (Center)","Connexxus (Center)","copyrighted","Y","unpublished","","","Los Angeles (Calif.)","","","eng","","","","","Board Member Recruitment Document","August, 1986","1986-08","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000snjrg"
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000snjs0","ark:/21198/zz000snjpf","2","Completed","","Page","connexxus/images/masters/21198-zz000snjs0-1-master.tif","3","","","still image","","","","","Barboza, Carla|~|Martinez, Del|~|Jardine, Lauren","","copyrighted","unknown","unpublished","Unknown","","Encino (Los Angeles, Calif.)|~|Los Angeles (Calif.)","","","zxx","","","","Rights.generalNote: Orphan work; photographer unknown.","Photograph of Board Members at Retreat","August, 1986","1986-08","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000snjs0"
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000snjth","ark:/21198/zz000snjpf","2","Completed","","Page","connexxus/images/masters/21198-zz000snjth-1-master.tif","4","","","text","","","","","Connexxus (Center)","","copyrighted","N","unpublished","","","Encino (Los Angeles, Calif.)|~|Los Angeles (Calif.)","","","eng","","Garnets, Linda","","Rights.generalNote: Need to obtain permission to publish from original author.","Retreat Minutes, Page 1","August 31, 1986","1986-08-31","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000snjth"
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000snjv1","ark:/21198/zz000snjpf","2","Completed","","Page","connexxus/images/masters/21198-zz000snjv1-1-master.tif","5","","","text","","","","","Connexxus (Center)","","copyrighted","N","unpublished","","","Encino (Los Angeles, Calif.)|~|Los Angeles (Calif.)","","","eng","","Garnets, Linda","","Rights.generalNote: Need to obtain permission to publish from original author.","Retreat Minutes, Page 2","August 31, 1986","1986-08-31","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000snjv1"
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000snjwj","ark:/21198/zz000snjpf","2","Completed","","Page","connexxus/images/masters/21198-zz000snjwj-1-master.tif","6","","","text","","","","","Connexxus (Center)","","copyrighted","N","unpublished","","","Encino (Los Angeles, Calif.)|~|Los Angeles (Calif.)","","","eng","","Garnets, Linda","","Rights.generalNote: Need to obtain permission to publish from original author.","Retreat Minutes, Page 3","August 31, 1986","1986-08-31","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000snjwj"
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000snjx2","ark:/21198/zz000snjpf","2","Completed","","Page","connexxus/images/masters/21198-zz000snjx2-1-master.tif","7","","","text","","","","","Connexxus (Center)","","copyrighted","N","unpublished","","","Encino (Los Angeles, Calif.)|~|Los Angeles (Calif.)","","","eng","","Garnets, Linda","","Rights.generalNote: Need to obtain permission to publish from original author.","Retreat Minutes, Page 4","August 31, 1986","1986-08-31","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000snjx2"
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000snjzk","ark:/21198/zz000snjpf","2","Completed","","Page","connexxus/images/masters/21198-zz000snjzk-1-master.tif","8","","","text","","","","","Connexxus (Center)","","copyrighted","N","unpublished","","","Encino (Los Angeles, Calif.)|~|Los Angeles (Calif.)","","","eng","","Garnets, Linda","","Rights.generalNote: Need to obtain permission to publish from original author.","Retreat Minutes, Page 5","August 31, 1986","1986-08-31","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000snjzk"
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000snk0k","ark:/21198/zz000snjpf","2","Completed","","Page","connexxus/images/masters/21198-zz000snk0k-1-master.tif","9","","","text","","","","","Connexxus (Center)","","copyrighted","N","unpublished","","","Encino (Los Angeles, Calif.)|~|Los Angeles (Calif.)","","","eng","","Garnets, Linda","","Rights.generalNote: Need to obtain permission to publish from original author.","Retreat Minutes, Page 6","August 31, 1986","1986-08-31","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000snk0k"
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000snk13","ark:/21198/zz000snjpf","2","Completed","","Page","connexxus/images/masters/21198-zz000snk13-1-master.tif","10","","","text","","","","","Connexxus (Center)","","copyrighted","N","unpublished","","","Encino (Los Angeles, Calif.)|~|Los Angeles (Calif.)","","","eng","","Garnets, Linda","","Rights.generalNote: Need to obtain permission to publish from original author.","Retreat Minutes, Page 7","August 31, 1986","1986-08-31","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000snk13"
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000snk2m","ark:/21198/zz000snjpf","2","Completed","","Page","connexxus/images/masters/21198-zz000snk2m-1-master.tif","11","","","text","","","","","Connexxus (Center)","","copyrighted","N","unpublished","","","Encino (Los Angeles, Calif.)|~|Los Angeles (Calif.)","","","eng","","Garnets, Linda","","Rights.generalNote: Need to obtain permission to publish from original author.","Retreat Minutes, Page 8","August 31, 1986","1986-08-31","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000snk2m"
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000snk34","ark:/21198/zz000snjpf","2","Completed","","Page","connexxus/images/masters/21198-zz000snk34-1-master.tif","12","","","text","","","","","Connexxus (Center)","","copyrighted","N","unpublished","","","Encino (Los Angeles, Calif.)|~|Los Angeles (Calif.)","","","eng","","Garnets, Linda","","Rights.generalNote: Need to obtain permission to publish from original author.","Retreat Minutes, Page 9","August 31, 1986","1986-08-31","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000snk34"
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000snk4n","ark:/21198/zz000snjpf","2","Completed","","Page","connexxus/images/masters/21198-zz000snk4n-1-master.tif","13","","","text","","","","","Connexxus (Center)","","copyrighted","N","","","","Encino (Los Angeles, Calif.)|~|Los Angeles (Calif.)","","","eng","unpublished","Garnets, Linda","","Rights.generalNote: Need to obtain permission to publish from original author.","Retreat Minutes, Page 10","August 31, 1986","1986-08-31","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000snk4n"
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000snk55","ark:/21198/zz000snjpf","2","Completed","","Page","connexxus/images/masters/21198-zz000snk55-1-master.tif","14","","","text","","","","","Connexxus (Center)","","copyrighted","N","unpublished","","","Encino (Los Angeles, Calif.)|~|Los Angeles (Calif.)","","","eng","","Garnets, Linda","","Rights.generalNote: Need to obtain permission to publish from original author.","Retreat Minutes, Page 11","August 31, 1986","1986-08-31","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000snk55"
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000snk6p","ark:/21198/zz000snjpf","2","Completed","","Page","connexxus/images/masters/21198-zz000snk6p-1-master.tif","15","","","text","","","","","Connexxus (Center)","","copyrighted","N","unpublished","","","Encino (Los Angeles, Calif.)|~|Los Angeles (Calif.)","","","eng","","Garnets, Linda","","Rights.generalNote: Need to obtain permission to publish from original author.","Retreat Minutes, Page 12","August 31, 1986","1986-08-31","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000snk6p"
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000snk76","ark:/21198/zz000snjpf","2","Completed","","Page","connexxus/images/masters/21198-zz000snk76-1-master.tif","16","","","text","","","","","Connexxus (Center)","","copyrighted","N","unpublished","","","Encino (Los Angeles, Calif.)|~|Los Angeles (Calif.)","","","eng","","Garnets, Linda","","Rights.generalNote: Need to obtain permission to publish from original author.","Retreat Minutes, Page 13","August 31, 1986","1986-08-31","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000snk76"
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000snm23","ark:/21198/zz000snm1k","2","Completed","","Page","connexxus/images/masters/21198-zz000snm23-1-master.tif","1","","","text","","","","","Connexxus (Center)","Connexxus (Center)","copyrighted","Y","unpublished","","","Los Angeles (Calif.)","","","eng","","","","","Retreat Agenda, Page 1","August 22-23, 1987","1987-08-22/1987-08-23","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000snm23"
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000snmtg","ark:/21198/zz000snm1k","2","Completed","","Page","connexxus/images/masters/21198-zz000snmtg-1-master.tif","2","","","text","","","","","Connexxus (Center)","Connexxus (Center)","copyrighted","Y","unpublished","","","Los Angeles (Calif.)","","","eng","","","","","Retreat Agenda, Page 2","August 22-23, 1987","1987-08-22/1987-08-23","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000snmtg"
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000snmv0","ark:/21198/zz000snm1k","2","Completed","","Page","connexxus/images/masters/21198-zz000snmv0-1-master.tif","3","","","still image","","","","","Connexxus (Center)|~|Barboza, Carla","","copyrighted","unknown","unpublished","Unknown","","Los Angeles (Calif.)","","","zxx","","","","Rights.generalNote: Need to obtain permission to publish from copyright holder; photographer unknown.|~|Rights.generalNote: Photographs were donated to archive by someone named Karen-- could be Karen Fite, moderator, or Karen Sterling, board member.","Photograph of Board Members at Retreat","August, 1987","1987-08","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000snmv0"
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000snn54","ark:/21198/zz000snm1k","2","Completed","","Page","connexxus/images/masters/21198-zz000snn54-1-master.tif","12","","","still image","","","","","Connexxus (Center)|~|Barboza, Carla","","copyrighted","unknown","unpublished","Unknown","","Los Angeles (Calif.)","","","zxx","","","","Rights.generalNote: Need to obtain permission to publish from copyright holder; photographer unknown.|~|Rights.generalNote: Photographs were donated to archive by someone named Karen-- could be Karen Fite, moderator, or Karen Sterling, board member.","Photograph of Board Members at Retreat","August, 1987","1987-08","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000snn54"
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000snn6n","ark:/21198/zz000snm1k","2","Completed","","Page","connexxus/images/masters/21198-zz000snn6n-1-master.tif","13","","","still image","","","","","Connexxus (Center)","","copyrighted","unknown","unpublished","Unknown","","Los Angeles (Calif.)","","","zxx","","","","Rights.generalNote: Need to obtain permission to publish from copyright holder; photographer unknown.|~|Rights.generalNote: Photographs were donated to archive by someone named Karen-- could be Karen Fite, moderator, or Karen Sterling, board member.","Photograph of Board Members at Retreat","August, 1987","1987-08","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000snn6n"
"Connexxus/Centro de Mujeres Collection","ark:/21198/zz000snn75","ark:/21198/zz000snm1k","2","Completed","","Page","connexxus/images/masters/21198-zz000snn75-1-master.tif","14","","","still image","","","","","Connexxus (Center)","","copyrighted","unknown","unpublished","Unknown","","Los Angeles (Calif.)","","","zxx","","","","Rights.generalNote: Need to obtain permission to publish from copyright holder; photographer unknown.|~|Rights.generalNote: Photographs were donated to archive by someone named Karen, could be Karen Fite, moderator, or Karen Sterling, board member.","Photograph of Board Members at Retreat","August, 1987","1987-08","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000snn75"
