"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Visibility","viewingHint","Delete in Title","Subject topic","Thumbnail","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Coverage.geographic","Name.photographer","Author","Name.subject","Subject","Subject.conceptTopic","Language","Rights.permissionNote","Name.creator","Rights.publicationNote","Text direction","IIIF Range","Name.repository","Title","Date.creation","Description.note","Summary","Description.caption","Date.normalized","Description.abstract","Date.created","AltTitle.other","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zx6g","ark:/21198/zz0015zwqr","2","Completed","Page","scwu/images/masters/21198-zz0015zx6g-1-master.tif","8","","","","","","","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zx6g"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zx70","ark:/21198/zz0015zwqr","2","Completed","Page","scwu/images/masters/21198-zz0015zx70-1-master.tif","9","","","","","","","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zx70"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zx8h","ark:/21198/zz0015zwqr","2","Completed","Page","scwu/images/masters/21198-zz0015zx8h-1-master.tif","10","","","","","","","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zx8h"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zx91","ark:/21198/zz0015zwqr","2","Completed","Page","scwu/images/masters/21198-zz0015zx91-1-master.tif","11","","","","","","","","","","","","","","","","","","","","","","","","","Page 11","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zx91"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zxbj","ark:/21198/zz0015zwqr","2","Completed","Page","scwu/images/masters/21198-zz0015zxbj-1-master.tif","12","","","","","","","","","","","","","","","","","","","","","","","","","Page 12","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zxbj"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zxc2","ark:/21198/zz0015zwqr","2","Completed","Page","scwu/images/masters/21198-zz0015zxc2-1-master.tif","13","","","","","","","","","","","","","","","","","","","","","","","","","Page 13","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zxc2"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zxdk","ark:/21198/zz0015zwqr","2","Completed","Page","scwu/images/masters/21198-zz0015zxdk-1-master.tif","14","","","","","","","","","","","","","","","","","","","","","","","","","Page 14","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zxdk"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zxf3","ark:/21198/zz0015zwqr","2","Completed","Page","scwu/images/masters/21198-zz0015zxf3-1-master.tif","15","","","","","","","","","","","","","","","","","","","","","","","","","Page 15","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zxf3"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zxgm","ark:/21198/zz0015zwqr","2","Completed","Page","scwu/images/masters/21198-zz0015zxgm-1-master.tif","16","","","","","","","","","","","","","","","","","","","","","","","","","Page 16","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zxgm"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zxh4","ark:/21198/zz0015zwqr","2","Completed","Page","scwu/images/masters/21198-zz0015zxh4-1-master.tif","17","","","","","","","","","","","","","","","","","","","","","","","","","Page 17","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zxh4"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zxjn","ark:/21198/zz0015zwqr","2","Completed","Page","scwu/images/masters/21198-zz0015zxjn-1-master.tif","18","","","","","","","","","","","","","","","","","","","","","","","","","Page 18","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zxjn"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zxk5","ark:/21198/zz0015zwqr","2","Completed","Page","scwu/images/masters/21198-zz0015zxk5-1-master.tif","19","","","","","","","","","","","","","","","","","","","","","","","","","Page 19","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zxk5"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zxmp","ark:/21198/zz0015zwqr","2","Completed","Page","scwu/images/masters/21198-zz0015zxmp-1-master.tif","20","","","","","","","","","","","","","","","","","","","","","","","","","Page 20","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zxmp"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zxn6","ark:/21198/zz0015zwqr","2","Completed","Page","scwu/images/masters/21198-zz0015zxn6-1-master.tif","21","","","","","","","","","","","","","","","","","","","","","","","","","Page 21","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zxn6"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zxpq","ark:/21198/zz0015zwqr","2","Completed","Page","scwu/images/masters/21198-zz0015zxpq-1-master.tif","22","","","","","","","","","","","","","","","","","","","","","","","","","Page 22","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zxpq"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zxq7","ark:/21198/zz0015zwqr","2","Completed","Page","scwu/images/masters/21198-zz0015zxq7-1-master.tif","23","","","","","","","","","","","","","","","","","","","","","","","","","Page 23","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zxq7"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zxrr","ark:/21198/zz0015zwqr","2","Completed","Page","scwu/images/masters/21198-zz0015zxrr-1-master.tif","24","","","","","","","","","","","","","","","","","","","","","","","","","Page 24","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zxrr"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zxs8","ark:/21198/zz0015zwqr","2","Completed","Page","scwu/images/masters/21198-zz0015zxs8-1-master.tif","25","","","","","","","","","","","","","","","","","","","","","","","","","Page 25","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zxs8"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zxts","ark:/21198/zz0015zwqr","2","Completed","Page","scwu/images/masters/21198-zz0015zxts-1-master.tif","26","","","","","","","","","","","","","","","","","","","","","","","","","Page 26","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zxts"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zxv9","ark:/21198/zz0015zwqr","2","Completed","Page","scwu/images/masters/21198-zz0015zxv9-1-master.tif","27","","","","","","","","","","","","","","","","","","","","","","","","","Page 27","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zxv9"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zxwt","ark:/21198/zz0015zwqr","2","Completed","Page","scwu/images/masters/21198-zz0015zxwt-1-master.tif","28","","","","","","","","","","","","","","","","","","","","","","","","","Page 28","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zxwt"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zxxb","ark:/21198/zz0015zwqr","2","Completed","Page","scwu/images/masters/21198-zz0015zxxb-1-master.tif","29","","","","","","","","","","","","","","","","","","","","","","","","","Page 29","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zxxb"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zxzv","ark:/21198/zz0015zwqr","2","Completed","Page","scwu/images/masters/21198-zz0015zxzv-1-master.tif","30","","","","","","","","","","","","","","","","","","","","","","","","","Page 30","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zxzv"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zz0v","ark:/21198/zz0015zwqr","2","Completed","Page","scwu/images/masters/21198-zz0015zz0v-1-master.tif","31","","","","","","","","","","","","","","","","","","","","","","","","","Page 31","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zz0v"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zz1c","ark:/21198/zz0015zwqr","2","Completed","Page","scwu/images/masters/21198-zz0015zz1c-1-master.tif","32","","","","","","","","","","","","","","","","","","","","","","","","","Page 32","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zz1c"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zz2w","ark:/21198/zz0015zwqr","2","Completed","Page","scwu/images/masters/21198-zz0015zz2w-1-master.tif","33","","","","","","","","","","","","","","","","","","","","","","","","","Page 33","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zz2w"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zz3d","ark:/21198/zz0015zwqr","2","Completed","Page","scwu/images/masters/21198-zz0015zz3d-1-master.tif","34","","","","","","","","","","","","","","","","","","","","","","","","","Page 34","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zz3d"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zz4x","ark:/21198/zz0015zwqr","2","Completed","Page","scwu/images/masters/21198-zz0015zz4x-1-master.tif","35","","","","","","","","","","","","","","","","","","","","","","","","","Page 35","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zz4x"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zz5f","ark:/21198/zz0015zwqr","2","Completed","Page","scwu/images/masters/21198-zz0015zz5f-1-master.tif","36","","","","","","","","","","","","","","","","","","","","","","","","","Page 36","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zz5f"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zz6z","ark:/21198/zz0015zwqr","2","Completed","Page","scwu/images/masters/21198-zz0015zz6z-1-master.tif","37","","","","","","","","","","","","","","","","","","","","","","","","","Page 37","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zz6z"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zz7g","ark:/21198/zz0015zwqr","2","Completed","Page","scwu/images/masters/21198-zz0015zz7g-1-master.tif","38","","","","","","","","","","","","","","","","","","","","","","","","","Page 38","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zz7g"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zz80","ark:/21198/zz0015zwqr","2","Completed","Page","scwu/images/masters/21198-zz0015zz80-1-master.tif","39","","","","","","","","","","","","","","","","","","","","","","","","","Page 39","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zz80"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0015zz9h","ark:/21198/zz0015zwqr","2","Completed","Page","scwu/images/masters/21198-zz0015zz9h-1-master.tif","40","","","","","","","","","","","","","","","","","","","","","","","","","Page 40","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0015zz9h"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001606ft","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001606ft-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001606ft"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001606gb","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001606gb-1-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001606gb"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001606hv","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001606hv-1-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001606hv"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001606jc","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001606jc-1-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001606jc"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001606kw","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001606kw-1-master.tif","5","","","","","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001606kw"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001606md","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001606md-1-master.tif","6","","","","","","","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001606md"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001606nx","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001606nx-1-master.tif","7","","","","","","","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001606nx"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001606pf","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001606pf-1-master.tif","8","","","","","","","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001606pf"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001606qz","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001606qz-1-master.tif","9","","","","","","","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001606qz"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001606rg","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001606rg-1-master.tif","10","","","","","","","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001606rg"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001606s0","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001606s0-1-master.tif","11","","","","","","","","","","","","","","","","","","","","","","","","","Page 11","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001606s0"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001606th","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001606th-1-master.tif","12","","","","","","","","","","","","","","","","","","","","","","","","","Page 12","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001606th"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001606v1","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001606v1-1-master.tif","13","","","","","","","","","","","","","","","","","","","","","","","","","Page 13","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001606v1"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001606wj","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001606wj-1-master.tif","14","","","","","","","","","","","","","","","","","","","","","","","","","Page 14","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001606wj"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001606x2","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001606x2-1-master.tif","15","","","","","","","","","","","","","","","","","","","","","","","","","Page 15","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001606x2"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001606zk","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001606zk-1-master.tif","16","","","","","","","","","","","","","","","","","","","","","","","","","Page 16","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001606zk"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0016070k","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz0016070k-1-master.tif","17","","","","","","","","","","","","","","","","","","","","","","","","","Page 17","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0016070k"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00160713","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz00160713-1-master.tif","18","","","","","","","","","","","","","","","","","","","","","","","","","Page 18","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160713"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0016072m","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz0016072m-1-master.tif","19","","","","","","","","","","","","","","","","","","","","","","","","","Page 19","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0016072m"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00160734","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz00160734-1-master.tif","20","","","","","","","","","","","","","","","","","","","","","","","","","Page 20","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160734"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0016074n","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz0016074n-1-master.tif","21","","","","","","","","","","","","","","","","","","","","","","","","","Page 21","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0016074n"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00160755","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz00160755-1-master.tif","22","","","","","","","","","","","","","","","","","","","","","","","","","Page 22","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160755"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0016076p","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz0016076p-1-master.tif","23","","","","","","","","","","","","","","","","","","","","","","","","","Page 23","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0016076p"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00160776","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz00160776-1-master.tif","24","","","","","","","","","","","","","","","","","","","","","","","","","Page 24","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160776"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz0016078q","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz0016078q-1-master.tif","25","","","","","","","","","","","","","","","","","","","","","","","","","Page 25","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0016078q"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz00160797","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz00160797-1-master.tif","26","","","","","","","","","","","","","","","","","","","","","","","","","Page 26","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00160797"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001607br","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001607br-1-master.tif","27","","","","","","","","","","","","","","","","","","","","","","","","","Page 27","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001607br"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001607c8","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001607c8-1-master.tif","28","","","","","","","","","","","","","","","","","","","","","","","","","Page 28","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001607c8"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001607ds","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001607ds-1-master.tif","29","","","","","","","","","","","","","","","","","","","","","","","","","Page 29","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001607ds"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001607f9","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001607f9-1-master.tif","30","","","","","","","","","","","","","","","","","","","","","","","","","Page 30","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001607f9"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001607gt","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001607gt-1-master.tif","31","","","","","","","","","","","","","","","","","","","","","","","","","Page 31","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001607gt"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001607hb","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001607hb-1-master.tif","32","","","","","","","","","","","","","","","","","","","","","","","","","Page 32","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001607hb"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001607jv","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001607jv-1-master.tif","33","","","","","","","","","","","","","","","","","","","","","","","","","Page 33","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001607jv"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001607kc","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001607kc-1-master.tif","34","","","","","","","","","","","","","","","","","","","","","","","","","Page 34","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001607kc"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001607mw","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001607mw-1-master.tif","35","","","","","","","","","","","","","","","","","","","","","","","","","Page 35","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001607mw"
"Southern California Women for Understanding (SCWU) Collection","ark:/21198/zz001607nd","ark:/21198/zz001606d9","2","Completed","Page","scwu/images/masters/21198-zz001607nd-1-master.tif","36","","","","","","","","","","","","","","","","","","","","","","","","","Page 36","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001607nd"
